"","continent","country","lifeExp","year"
"706","Europe","Netherlands",73.75,1972
"707","Europe","Switzerland",73.78,1972
"708","Europe","Norway",74.34,1972
"709","Europe","Iceland",74.46,1972
"710","Europe","Sweden",74.72,1972
"711","Asia","Cambodia",31.22,1977
"712","Africa","Sierra Leone",36.788,1977
"713","Africa","Guinea-Bissau",37.465,1977
"714","Asia","Afghanistan",38.438,1977
"715","Africa","Angola",39.483,1977
"716","Africa","Guinea",40.762,1977
"717","Africa","Niger",41.291,1977
"718","Africa","Mali",41.714,1977
"719","Africa","Gambia",41.842,1977
"720","Africa","Somalia",41.974,1977
"721","Africa","Equatorial Guinea",42.024,1977
"722","Africa","Mozambique",42.495,1977
"723","Africa","Liberia",43.764,1977
"724","Africa","Malawi",43.767,1977
"725","Asia","Yemen, Rep.",44.175,1977
"726","Africa","Ethiopia",44.51,1977
"727","Africa","Nigeria",44.514,1977
"728","Africa","Eritrea",44.535,1977
"729","Africa","Rwanda",45,1977
"730","Africa","Burundi",45.91,1977
"731","Africa","Burkina Faso",46.137,1977
"732","Africa","Djibouti",46.519,1977
"733","Asia","Nepal",46.748,1977
"734","Africa","Central African Republic",46.775,1977
"735","Africa","Madagascar",46.881,1977
"736","Asia","Bangladesh",46.923,1977
"737","Africa","Chad",47.383,1977
"738","Africa","Sudan",47.8,1977
"739","Africa","Congo, Dem. Rep.",47.804,1977
"740","Africa","Senegal",48.879,1977
"741","Africa","Benin",49.19,1977
"742","Africa","Cameroon",49.355,1977
"743","Africa","Tanzania",49.919,1977
"744","Americas","Haiti",49.923,1977
"745","Americas","Bolivia",50.023,1977
"746","Africa","Uganda",50.35,1977
"747","Africa","Mauritania",50.852,1977
"748","Africa","Comoros",50.939,1977
"749","Africa","Zambia",51.386,1977
"750","Africa","Ghana",51.756,1977
"751","Africa","Lesotho",52.208,1977
"752","Africa","Cote d'Ivoire",52.374,1977
"753","Africa","Swaziland",52.537,1977
"754","Asia","Indonesia",52.702,1977
"755","Africa","Gabon",52.79,1977
"756","Africa","Togo",52.887,1977
"757","Africa","Egypt",53.319,1977
"758","Asia","Pakistan",54.043,1977
"759","Asia","India",54.208,1977
"760","Asia","Mongolia",55.491,1977
"761","Africa","South Africa",55.527,1977
"762","Africa","Congo, Rep.",55.625,1977
"763","Africa","Morocco",55.73,1977
"764","Asia","Vietnam",55.764,1977
"765","Americas","Guatemala",56.029,1977
"766","Asia","Myanmar",56.059,1977
"767","Africa","Kenya",56.155,1977
"768","Africa","Namibia",56.437,1977
"769","Americas","El Salvador",56.696,1977
"770","Asia","Oman",57.367,1977
"771","Americas","Honduras",57.402,1977
"772","Africa","Libya",57.442,1977
"773","Americas","Nicaragua",57.47,1977
"774","Africa","Zimbabwe",57.674,1977
"775","Asia","Iran",57.702,1977
"776","Africa","Algeria",58.014,1977
"777","Americas","Peru",58.447,1977
"778","Africa","Sao Tome and Principe",58.55,1977
"779","Asia","Saudi Arabia",58.69,1977
"780","Africa","Botswana",59.319,1977
"781","Europe","Turkey",59.507,1977
"782","Africa","Tunisia",59.837,1977
"783","Asia","Philippines",60.06,1977
"784","Asia","Iraq",60.413,1977
"785","Asia","West Bank and Gaza",60.765,1977
"786","Asia","Jordan",61.134,1977
"787","Asia","Syria",61.195,1977
"788","Americas","Ecuador",61.31,1977
"789","Americas","Brazil",61.489,1977
"790","Americas","Dominican Republic",61.788,1977
"791","Asia","Thailand",62.494,1977
"792","Americas","Colombia",63.837,1977
"793","Asia","China",63.96736,1977
"794","Asia","Korea, Rep.",64.766,1977
"795","Africa","Mauritius",64.93,1977
"796","Americas","Mexico",65.032,1977
"797","Asia","Malaysia",65.256,1977
"798","Asia","Bahrain",65.593,1977
"799","Asia","Sri Lanka",65.949,1977
"800","Asia","Lebanon",66.099,1977
"801","Americas","Paraguay",66.353,1977
"802","Americas","Chile",67.052,1977
"803","Africa","Reunion",67.064,1977
"804","Asia","Korea, Dem. Rep.",67.159,1977
"805","Americas","Venezuela",67.456,1977
"806","Americas","Trinidad and Tobago",68.3,1977
"807","Americas","Argentina",68.481,1977
"808","Americas","Panama",68.681,1977
"809","Europe","Albania",68.93,1977
"810","Asia","Kuwait",69.343,1977
"811","Europe","Romania",69.46,1977
"812","Americas","Uruguay",69.481,1977
"813","Europe","Bosnia and Herzegovina",69.86,1977
"814","Europe","Hungary",69.95,1977
"815","Americas","Jamaica",70.11,1977
"816","Europe","Serbia",70.3,1977
"817","Europe","Portugal",70.41,1977
"818","Europe","Slovak Republic",70.45,1977
"819","Asia","Taiwan",70.59,1977
"820","Europe","Croatia",70.64,1977
"821","Europe","Poland",70.67,1977
"822","Europe","Czech Republic",70.71,1977
"823","Americas","Costa Rica",70.75,1977
"824","Asia","Singapore",70.795,1977
"825","Europe","Bulgaria",70.81,1977
"826","Europe","Slovenia",70.97,1977
"827","Europe","Ireland",72.03,1977
"828","Europe","Austria",72.17,1977
"829","Oceania","New Zealand",72.22,1977
"830","Europe","Germany",72.5,1977
"831","Europe","Finland",72.52,1977
"832","Americas","Cuba",72.649,1977
"833","Europe","United Kingdom",72.76,1977
"834","Europe","Belgium",72.8,1977
"835","Asia","Israel",73.06,1977
"836","Europe","Montenegro",73.066,1977
"837","Americas","United States",73.38,1977
"838","Americas","Puerto Rico",73.44,1977
"839","Europe","Italy",73.48,1977
"840","Oceania","Australia",73.49,1977
"841","Asia","Hong Kong, China",73.6,1977
"842","Europe","Greece",73.68,1977
"843","Europe","France",73.83,1977
"844","Americas","Canada",74.21,1977
"845","Europe","Spain",74.39,1977
"846","Europe","Denmark",74.69,1977
"847","Europe","Netherlands",75.24,1977
"848","Europe","Norway",75.37,1977
"849","Asia","Japan",75.38,1977
"850","Europe","Switzerland",75.39,1977
"851","Europe","Sweden",75.44,1977
"852","Europe","Iceland",76.11,1977
"853","Africa","Sierra Leone",38.445,1982
"854","Africa","Guinea-Bissau",39.327,1982
"855","Asia","Afghanistan",39.854,1982
"856","Africa","Angola",39.942,1982
"857","Africa","Niger",42.598,1982
"858","Africa","Mozambique",42.795,1982
"859","Africa","Guinea",42.891,1982
"860","Africa","Somalia",42.955,1982
"861","Africa","Equatorial Guinea",43.662,1982
"862","Africa","Eritrea",43.89,1982
"863","Africa","Mali",43.916,1982
"864","Africa","Liberia",44.852,1982
"865","Africa","Ethiopia",44.916,1982
"866","Africa","Gambia",45.58,1982
"867","Africa","Malawi",45.642,1982
"868","Africa","Nigeria",45.826,1982
"869","Africa","Rwanda",46.218,1982
"870","Africa","Burundi",47.471,1982
"871","Africa","Congo, Dem. Rep.",47.784,1982
"872","Africa","Burkina Faso",48.122,1982
"873","Africa","Central African Republic",48.295,1982
"874","Africa","Djibouti",48.812,1982
"875","Africa","Madagascar",48.969,1982
"876","Asia","Yemen, Rep.",49.113,1982
"877","Africa","Chad",49.517,1982
"878","Asia","Nepal",49.594,1982
"879","Africa","Uganda",49.849,1982
"880","Asia","Bangladesh",50.009,1982
"881","Africa","Sudan",50.338,1982
"882","Africa","Tanzania",50.608,1982
"883","Africa","Benin",50.904,1982
"884","Asia","Cambodia",50.957,1982
"885","Americas","Haiti",51.461,1982
"886","Africa","Zambia",51.821,1982
"887","Africa","Senegal",52.379,1982
"888","Africa","Comoros",52.933,1982
"889","Africa","Cameroon",52.961,1982
"890","Africa","Mauritania",53.599,1982
"891","Africa","Ghana",53.744,1982
"892","Americas","Bolivia",53.859,1982
"893","Africa","Cote d'Ivoire",53.983,1982
"894","Africa","Lesotho",55.078,1982
"895","Africa","Togo",55.471,1982
"896","Africa","Swaziland",55.561,1982
"897","Africa","Egypt",56.006,1982
"898","Asia","Pakistan",56.158,1982
"899","Asia","Indonesia",56.159,1982
"900","Africa","Gabon",56.564,1982
"901","Asia","India",56.596,1982
"902","Americas","El Salvador",56.604,1982
"903","Africa","Congo, Rep.",56.695,1982
"904","Asia","Mongolia",57.489,1982
"905","Asia","Myanmar",58.056,1982
"906","Americas","Guatemala",58.137,1982
"907","Africa","South Africa",58.161,1982
"908","Africa","Kenya",58.766,1982
"909","Asia","Vietnam",58.816,1982
"910","Africa","Namibia",58.968,1982
"911","Americas","Nicaragua",59.298,1982
"912","Asia","Iran",59.62,1982
"913","Africa","Morocco",59.65,1982
"914","Africa","Sao Tome and Principe",60.351,1982
"915","Africa","Zimbabwe",60.363,1982
"916","Americas","Honduras",60.909,1982
"917","Europe","Turkey",61.036,1982
"918","Africa","Algeria",61.368,1982
"919","Americas","Peru",61.406,1982
"920","Africa","Botswana",61.484,1982
"921","Asia","Iraq",62.038,1982
"922","Asia","Philippines",62.082,1982
"923","Africa","Libya",62.155,1982
"924","Asia","Oman",62.728,1982
"925","Asia","Saudi Arabia",63.012,1982
"926","Americas","Brazil",63.336,1982
"927","Americas","Dominican Republic",63.727,1982
"928","Asia","Jordan",63.739,1982
"929","Africa","Tunisia",64.048,1982
"930","Americas","Ecuador",64.342,1982
"931","Asia","West Bank and Gaza",64.406,1982
"932","Asia","Syria",64.59,1982
"933","Asia","Thailand",64.597,1982
"934","Asia","China",65.525,1982
"935","Americas","Colombia",66.653,1982
"936","Africa","Mauritius",66.711,1982
"937","Americas","Paraguay",66.874,1982
"938","Asia","Lebanon",66.983,1982
"939","Asia","Korea, Rep.",67.123,1982
"940","Americas","Mexico",67.405,1982
"941","Asia","Malaysia",68,1982
"942","Americas","Venezuela",68.557,1982
"943","Asia","Sri Lanka",68.757,1982
"944","Americas","Trinidad and Tobago",68.832,1982
"945","Asia","Bahrain",69.052,1982
"946","Asia","Korea, Dem. Rep.",69.1,1982
"947","Europe","Hungary",69.39,1982
"948","Europe","Romania",69.66,1982
"949","Africa","Reunion",69.885,1982
"950","Americas","Argentina",69.942,1982
"951","Europe","Serbia",70.162,1982
"952","Europe","Albania",70.42,1982
"953","Europe","Croatia",70.46,1982
"954","Americas","Panama",70.472,1982
"955","Americas","Chile",70.565,1982
"956","Europe","Bosnia and Herzegovina",70.69,1982
"957","Europe","Slovak Republic",70.8,1982
"958","Americas","Uruguay",70.805,1982
"959","Europe","Czech Republic",70.96,1982
"960","Europe","Slovenia",71.063,1982
"961","Europe","Bulgaria",71.08,1982
"962","Americas","Jamaica",71.21,1982
"963","Asia","Kuwait",71.309,1982
"964","Europe","Poland",71.32,1982
"965","Asia","Singapore",71.76,1982
"966","Asia","Taiwan",72.16,1982
"967","Europe","Portugal",72.77,1982
"968","Europe","Ireland",73.1,1982
"969","Europe","Austria",73.18,1982
"970","Americas","Costa Rica",73.45,1982
"971","Americas","Cuba",73.717,1982
"972","Americas","Puerto Rico",73.75,1982
"973","Europe","Germany",73.8,1982
"974","Oceania","New Zealand",73.84,1982
"975","Europe","Belgium",73.93,1982
"976","Europe","United Kingdom",74.04,1982
"977","Europe","Montenegro",74.101,1982
"978","Asia","Israel",74.45,1982
"979","Europe","Finland",74.55,1982
"980","Europe","Denmark",74.63,1982
"981","Americas","United States",74.65,1982
"982","Oceania","Australia",74.74,1982
"983","Europe","France",74.89,1982
"984","Europe","Italy",74.98,1982
"985","Europe","Greece",75.24,1982
"986","Asia","Hong Kong, China",75.45,1982
"987","Americas","Canada",75.76,1982
"988","Europe","Norway",75.97,1982
"989","Europe","Netherlands",76.05,1982
"990","Europe","Switzerland",76.21,1982
"991","Europe","Spain",76.3,1982
"992","Europe","Sweden",76.42,1982
"993","Europe","Iceland",76.99,1982
"994","Asia","Japan",77.11,1982
"995","Africa","Angola",39.906,1987
"996","Africa","Sierra Leone",40.006,1987
"997","Asia","Afghanistan",40.822,1987
"998","Africa","Guinea-Bissau",41.245,1987
"999","Africa","Mozambique",42.861,1987
"1000","Africa","Rwanda",44.02,1987
"1001","Africa","Somalia",44.501,1987
"1002","Africa","Niger",44.555,1987
"1003","Africa","Guinea",45.552,1987
"1004","Africa","Equatorial Guinea",45.664,1987
"1005","Africa","Liberia",46.027,1987
"1006","Africa","Mali",46.364,1987
"1007","Africa","Eritrea",46.453,1987
"1008","Africa","Ethiopia",46.684,1987
"1009","Africa","Nigeria",46.886,1987
"1010","Africa","Congo, Dem. Rep.",47.412,1987
"1011","Africa","Malawi",47.457,1987
"1012","Africa","Burundi",48.211,1987
"1013","Africa","Gambia",49.265,1987
"1014","Africa","Madagascar",49.35,1987
"1015","Africa","Burkina Faso",49.557,1987
"1016","Africa","Djibouti",50.04,1987
"1017","Africa","Central African Republic",50.485,1987
"1018","Africa","Zambia",50.821,1987
"1019","Africa","Chad",51.051,1987
"1020","Africa","Uganda",51.509,1987
"1021","Africa","Tanzania",51.535,1987
"1022","Africa","Sudan",51.744,1987
"1023","Africa","Benin",52.337,1987
"1024","Asia","Nepal",52.537,1987
"1025","Asia","Bangladesh",52.819,1987
"1026","Asia","Yemen, Rep.",52.922,1987
"1027","Americas","Haiti",53.636,1987
"1028","Asia","Cambodia",53.914,1987
"1029","Africa","Cote d'Ivoire",54.655,1987
"1030","Africa","Comoros",54.926,1987
"1031","Africa","Cameroon",54.985,1987
"1032","Africa","Ghana",55.729,1987
"1033","Africa","Senegal",55.769,1987
"1034","Africa","Mauritania",56.145,1987
"1035","Africa","Togo",56.941,1987
"1036","Africa","Lesotho",57.18,1987
"1037","Americas","Bolivia",57.251,1987
"1038","Africa","Congo, Rep.",57.47,1987
"1039","Africa","Swaziland",57.678,1987
"1040","Asia","Pakistan",58.245,1987
"1041","Asia","Myanmar",58.339,1987
"1042","Asia","India",58.553,1987
"1043","Africa","Kenya",59.339,1987
"1044","Africa","Egypt",59.797,1987
"1045","Asia","Indonesia",60.137,1987
"1046","Africa","Gabon",60.19,1987
"1047","Asia","Mongolia",60.222,1987
"1048","Americas","Guatemala",60.782,1987
"1049","Africa","South Africa",60.834,1987
"1050","Africa","Namibia",60.835,1987
"1051","Africa","Sao Tome and Principe",61.728,1987
"1052","Americas","Nicaragua",62.008,1987
"1053","Africa","Zimbabwe",62.351,1987
"1054","Africa","Morocco",62.677,1987
"1055","Asia","Vietnam",62.82,1987
"1056","Asia","Iran",63.04,1987
"1057","Europe","Turkey",63.108,1987
"1058","Americas","El Salvador",63.154,1987
"1059","Africa","Botswana",63.622,1987
"1060","Americas","Peru",64.134,1987
"1061","Asia","Philippines",64.151,1987
"1062","Americas","Honduras",64.492,1987
"1063","Asia","Iraq",65.044,1987
"1064","Americas","Brazil",65.205,1987
"1065","Africa","Algeria",65.799,1987
"1066","Asia","Jordan",65.869,1987
"1067","Americas","Dominican Republic",66.046,1987
"1068","Asia","Thailand",66.084,1987
"1069","Africa","Libya",66.234,1987
"1070","Asia","Saudi Arabia",66.295,1987
"1071","Africa","Tunisia",66.894,1987
"1072","Asia","Syria",66.974,1987
"1073","Asia","West Bank and Gaza",67.046,1987
"1074","Americas","Ecuador",67.231,1987
"1075","Asia","China",67.274,1987
"1076","Americas","Paraguay",67.378,1987
"1077","Asia","Oman",67.734,1987
"1078","Americas","Colombia",67.768,1987
"1079","Asia","Lebanon",67.926,1987
"1080","Africa","Mauritius",68.74,1987
"1081","Asia","Sri Lanka",69.011,1987
"1082","Americas","Mexico",69.498,1987
"1083","Asia","Malaysia",69.5,1987
"1084","Europe","Romania",69.53,1987
"1085","Europe","Hungary",69.58,1987
"1086","Americas","Trinidad and Tobago",69.582,1987
"1087","Asia","Korea, Rep.",69.81,1987
"1088","Americas","Venezuela",70.19,1987
"1089","Asia","Korea, Dem. Rep.",70.647,1987
"1090","Asia","Bahrain",70.75,1987
"1091","Americas","Argentina",70.774,1987
"1092","Europe","Poland",70.98,1987
"1093","Europe","Slovak Republic",71.08,1987
"1094","Europe","Bosnia and Herzegovina",71.14,1987
"1095","Europe","Serbia",71.218,1987
"1096","Europe","Bulgaria",71.34,1987
"1097","Europe","Croatia",71.52,1987
"1098","Americas","Panama",71.523,1987
"1099","Europe","Czech Republic",71.58,1987
"1100","Americas","Jamaica",71.77,1987
"1101","Africa","Reunion",71.913,1987
"1102","Americas","Uruguay",71.918,1987
"1103","Europe","Albania",72,1987
"1104","Europe","Slovenia",72.25,1987
"1105","Americas","Chile",72.492,1987
"1106","Asia","Taiwan",73.4,1987
"1107","Asia","Singapore",73.56,1987
"1108","Europe","Portugal",74.06,1987
"1109","Americas","Cuba",74.174,1987
"1110","Asia","Kuwait",74.174,1987
"1111","Oceania","New Zealand",74.32,1987
"1112","Europe","Ireland",74.36,1987
"1113","Americas","Puerto Rico",74.63,1987
"1114","Americas","Costa Rica",74.752,1987
"1115","Europe","Denmark",74.8,1987
"1116","Europe","Finland",74.83,1987
"1117","Europe","Germany",74.847,1987
"1118","Europe","Montenegro",74.865,1987
"1119","Europe","Austria",74.94,1987
"1120","Europe","United Kingdom",75.007,1987
"1121","Americas","United States",75.02,1987
"1122","Europe","Belgium",75.35,1987
"1123","Asia","Israel",75.6,1987
"1124","Europe","Norway",75.89,1987
"1125","Asia","Hong Kong, China",76.2,1987
"1126","Oceania","Australia",76.32,1987
"1127","Europe","France",76.34,1987
"1128","Europe","Italy",76.42,1987
"1129","Europe","Greece",76.67,1987
"1130","Europe","Netherlands",76.83,1987
"1131","Americas","Canada",76.86,1987
"1132","Europe","Spain",76.9,1987
"1133","Europe","Sweden",77.19,1987
"1134","Europe","Iceland",77.23,1987
"1135","Europe","Switzerland",77.41,1987
"1136","Asia","Japan",78.67,1987
"1137","Africa","Rwanda",23.599,1992
"1138","Africa","Sierra Leone",38.333,1992
"1139","Africa","Somalia",39.658,1992
"1140","Africa","Angola",40.647,1992
"1141","Africa","Liberia",40.802,1992
"1142","Asia","Afghanistan",41.674,1992
"1143","Africa","Guinea-Bissau",43.266,1992
"1144","Africa","Mozambique",44.284,1992
"1145","Africa","Burundi",44.736,1992
"1146","Africa","Congo, Dem. Rep.",45.548,1992
"1147","Africa","Zambia",46.1,1992
"1148","Africa","Niger",47.391,1992
"1149","Africa","Nigeria",47.472,1992
"1150","Africa","Equatorial Guinea",47.545,1992
"1151","Africa","Ethiopia",48.091,1992
"1152","Africa","Mali",48.388,1992
"1153","Africa","Guinea",48.576,1992
"1154","Africa","Uganda",48.825,1992
"1155","Africa","Central African Republic",49.396,1992
"1156","Africa","Malawi",49.42,1992
"1157","Africa","Eritrea",49.991,1992
"1158","Africa","Burkina Faso",50.26,1992
"1159","Africa","Tanzania",50.44,1992
"1160","Africa","Djibouti",51.604,1992
"1161","Africa","Chad",51.724,1992
"1162","Africa","Cote d'Ivoire",52.044,1992
"1163","Africa","Madagascar",52.214,1992
"1164","Africa","Gambia",52.644,1992
"1165","Africa","Sudan",53.556,1992
"1166","Africa","Benin",53.919,1992
"1167","Africa","Cameroon",54.314,1992
"1168","Americas","Haiti",55.089,1992
"1169","Asia","Yemen, Rep.",55.599,1992
"1170","Asia","Nepal",55.727,1992
"1171","Asia","Cambodia",55.803,1992
"1172","Asia","Bangladesh",56.018,1992
"1173","Africa","Congo, Rep.",56.433,1992
"1174","Africa","Ghana",57.501,1992
"1175","Africa","Comoros",57.939,1992
"1176","Africa","Togo",58.061,1992
"1177","Africa","Senegal",58.196,1992
"1178","Africa","Mauritania",58.333,1992
"1179","Africa","Swaziland",58.474,1992
"1180","Africa","Kenya",59.285,1992
"1181","Asia","Myanmar",59.32,1992
"1182","Asia","Iraq",59.461,1992
"1183","Africa","Lesotho",59.685,1992
"1184","Americas","Bolivia",59.957,1992
"1185","Asia","India",60.223,1992
"1186","Africa","Zimbabwe",60.377,1992
"1187","Asia","Pakistan",60.838,1992
"1188","Asia","Mongolia",61.271,1992
"1189","Africa","Gabon",61.366,1992
"1190","Africa","South Africa",61.888,1992
"1191","Africa","Namibia",61.999,1992
"1192","Asia","Indonesia",62.681,1992
"1193","Africa","Sao Tome and Principe",62.742,1992
"1194","Africa","Botswana",62.745,1992
"1195","Americas","Guatemala",63.373,1992
"1196","Africa","Egypt",63.674,1992
"1197","Africa","Morocco",65.393,1992
"1198","Asia","Iran",65.742,1992
"1199","Americas","Nicaragua",65.843,1992
"1200","Europe","Turkey",66.146,1992
"1201","Americas","Honduras",66.399,1992
"1202","Americas","Peru",66.458,1992
"1203","Asia","Philippines",66.458,1992
"1204","Americas","El Salvador",66.798,1992
"1205","Americas","Brazil",67.057,1992
"1206","Asia","Thailand",67.298,1992
"1207","Asia","Vietnam",67.662,1992
"1208","Africa","Algeria",67.744,1992
"1209","Asia","Jordan",68.015,1992
"1210","Americas","Paraguay",68.225,1992
"1211","Americas","Colombia",68.421,1992
"1212","Americas","Dominican Republic",68.457,1992
"1213","Asia","China",68.69,1992
"1214","Africa","Libya",68.755,1992
"1215","Asia","Saudi Arabia",68.768,1992
"1216","Europe","Hungary",69.17,1992
"1217","Asia","Syria",69.249,1992
"1218","Asia","Lebanon",69.292,1992
"1219","Europe","Romania",69.36,1992
"1220","Americas","Ecuador",69.613,1992
"1221","Asia","West Bank and Gaza",69.718,1992
"1222","Africa","Mauritius",69.745,1992
"1223","Americas","Trinidad and Tobago",69.862,1992
"1224","Asia","Korea, Dem. Rep.",69.978,1992
"1225","Africa","Tunisia",70.001,1992
"1226","Asia","Sri Lanka",70.379,1992
"1227","Asia","Malaysia",70.693,1992
"1228","Europe","Poland",70.99,1992
"1229","Americas","Venezuela",71.15,1992
"1230","Europe","Bulgaria",71.19,1992
"1231","Asia","Oman",71.197,1992
"1232","Europe","Slovak Republic",71.38,1992
"1233","Americas","Mexico",71.455,1992
"1234","Europe","Albania",71.581,1992
"1235","Europe","Serbia",71.659,1992
"1236","Americas","Jamaica",71.766,1992
"1237","Americas","Argentina",71.868,1992
"1238","Europe","Bosnia and Herzegovina",72.178,1992
"1239","Asia","Korea, Rep.",72.244,1992
"1240","Europe","Czech Republic",72.4,1992
"1241","Americas","Panama",72.462,1992
"1242","Europe","Croatia",72.527,1992
"1243","Asia","Bahrain",72.601,1992
"1244","Americas","Uruguay",72.752,1992
"1245","Africa","Reunion",73.615,1992
"1246","Europe","Slovenia",73.64,1992
"1247","Americas","Puerto Rico",73.911,1992
"1248","Americas","Chile",74.126,1992
"1249","Asia","Taiwan",74.26,1992
"1250","Americas","Cuba",74.414,1992
"1251","Europe","Portugal",74.86,1992
"1252","Asia","Kuwait",75.19,1992
"1253","Europe","Denmark",75.33,1992
"1254","Europe","Montenegro",75.435,1992
"1255","Europe","Ireland",75.467,1992
"1256","Europe","Finland",75.7,1992
"1257","Americas","Costa Rica",75.713,1992
"1258","Asia","Singapore",75.788,1992
"1259","Europe","Austria",76.04,1992
"1260","Europe","Germany",76.07,1992
"1261","Americas","United States",76.09,1992
"1262","Oceania","New Zealand",76.33,1992
"1263","Europe","United Kingdom",76.42,1992
"1264","Europe","Belgium",76.46,1992
"1265","Asia","Israel",76.93,1992
"1266","Europe","Greece",77.03,1992
"1267","Europe","Norway",77.32,1992
"1268","Europe","Netherlands",77.42,1992
"1269","Europe","Italy",77.44,1992
"1270","Europe","France",77.46,1992
"1271","Oceania","Australia",77.56,1992
"1272","Europe","Spain",77.57,1992
"1273","Asia","Hong Kong, China",77.601,1992
"1274","Americas","Canada",77.95,1992
"1275","Europe","Switzerland",78.03,1992
"1276","Europe","Sweden",78.16,1992
"1277","Europe","Iceland",78.77,1992
"1278","Asia","Japan",79.36,1992
"1279","Africa","Rwanda",36.087,1997
"1280","Africa","Sierra Leone",39.897,1997
"1281","Africa","Zambia",40.238,1997
"1282","Africa","Angola",40.963,1997
"1283","Asia","Afghanistan",41.763,1997
"1284","Africa","Liberia",42.221,1997
"1285","Africa","Congo, Dem. Rep.",42.587,1997
"1286","Africa","Somalia",43.795,1997
"1287","Africa","Uganda",44.578,1997
"1288","Africa","Guinea-Bissau",44.873,1997
"1289","Africa","Burundi",45.326,1997
"1290","Africa","Central African Republic",46.066,1997
"1291","Africa","Mozambique",46.344,1997
"1292","Africa","Zimbabwe",46.809,1997
"1293","Africa","Nigeria",47.464,1997
"1294","Africa","Malawi",47.495,1997
"1295","Africa","Cote d'Ivoire",47.991,1997
"1296","Africa","Equatorial Guinea",48.245,1997
"1297","Africa","Tanzania",48.466,1997
"1298","Africa","Ethiopia",49.402,1997
"1299","Africa","Mali",49.903,1997
"1300","Africa","Burkina Faso",50.324,1997
"1301","Africa","Niger",51.313,1997
"1302","Africa","Guinea",51.455,1997
"1303","Africa","Chad",51.573,1997
"1304","Africa","Cameroon",52.199,1997
"1305","Africa","Botswana",52.556,1997
"1306","Africa","Congo, Rep.",52.962,1997
"1307","Africa","Djibouti",53.157,1997
"1308","Africa","Eritrea",53.378,1997
"1309","Africa","Swaziland",54.289,1997
"1310","Africa","Kenya",54.407,1997
"1311","Africa","Benin",54.777,1997
"1312","Africa","Madagascar",54.978,1997
"1313","Africa","Sudan",55.373,1997
"1314","Africa","Lesotho",55.558,1997
"1315","Africa","Gambia",55.861,1997
"1316","Asia","Cambodia",56.534,1997
"1317","Americas","Haiti",56.671,1997
"1318","Asia","Yemen, Rep.",58.02,1997
"1319","Africa","Togo",58.39,1997
"1320","Africa","Ghana",58.556,1997
"1321","Asia","Iraq",58.811,1997
"1322","Africa","Namibia",58.909,1997
"1323","Asia","Bangladesh",59.412,1997
"1324","Asia","Nepal",59.426,1997
"1325","Africa","Senegal",60.187,1997
"1326","Africa","South Africa",60.236,1997
"1327","Asia","Myanmar",60.328,1997
"1328","Africa","Mauritania",60.43,1997
"1329","Africa","Gabon",60.461,1997
"1330","Africa","Comoros",60.66,1997
"1331","Asia","India",61.765,1997
"1332","Asia","Pakistan",61.818,1997
"1333","Americas","Bolivia",62.05,1997
"1334","Africa","Sao Tome and Principe",63.306,1997
"1335","Asia","Mongolia",63.625,1997
"1336","Asia","Indonesia",66.041,1997
"1337","Americas","Guatemala",66.322,1997
"1338","Africa","Egypt",67.217,1997
"1339","Asia","Thailand",67.521,1997
"1340","Americas","Honduras",67.659,1997
"1341","Africa","Morocco",67.66,1997
"1342","Asia","Korea, Dem. Rep.",67.727,1997
"1343","Asia","Iran",68.042,1997
"1344","Americas","Peru",68.386,1997
"1345","Americas","Nicaragua",68.426,1997
"1346","Asia","Philippines",68.564,1997
"1347","Europe","Turkey",68.835,1997
"1348","Africa","Algeria",69.152,1997
"1349","Americas","Brazil",69.388,1997
"1350","Americas","Paraguay",69.4,1997
"1351","Americas","Trinidad and Tobago",69.465,1997
"1352","Americas","El Salvador",69.535,1997
"1353","Europe","Romania",69.72,1997
"1354","Asia","Jordan",69.772,1997
"1355","Americas","Dominican Republic",69.957,1997
"1356","Asia","Lebanon",70.265,1997
"1357","Americas","Colombia",70.313,1997
"1358","Europe","Bulgaria",70.32,1997
"1359","Asia","China",70.426,1997
"1360","Asia","Sri Lanka",70.457,1997
"1361","Asia","Saudi Arabia",70.533,1997
"1362","Asia","Vietnam",70.672,1997
"1363","Africa","Mauritius",70.736,1997
"1364","Europe","Hungary",71.04,1997
"1365","Asia","West Bank and Gaza",71.096,1997
"1366","Asia","Syria",71.527,1997
"1367","Africa","Libya",71.555,1997
"1368","Asia","Malaysia",71.938,1997
"1369","Africa","Tunisia",71.973,1997
"1370","Americas","Venezuela",72.146,1997
"1371","Europe","Serbia",72.232,1997
"1372","Americas","Jamaica",72.262,1997
"1373","Americas","Ecuador",72.312,1997
"1374","Asia","Oman",72.499,1997
"1375","Europe","Slovak Republic",72.71,1997
"1376","Europe","Poland",72.75,1997
"1377","Europe","Albania",72.95,1997
"1378","Europe","Bosnia and Herzegovina",73.244,1997
"1379","Americas","Argentina",73.275,1997
"1380","Americas","Mexico",73.67,1997
"1381","Europe","Croatia",73.68,1997
"1382","Americas","Panama",73.738,1997
"1383","Asia","Bahrain",73.925,1997
"1384","Europe","Czech Republic",74.01,1997
"1385","Americas","Uruguay",74.223,1997
"1386","Asia","Korea, Rep.",74.647,1997
"1387","Africa","Reunion",74.772,1997
"1388","Americas","Puerto Rico",74.917,1997
"1389","Europe","Slovenia",75.13,1997
