"","continent","country","lifeExp","year"
"704","Asia","India",58.553,1987
"705","Asia","India",60.223,1992
"706","Asia","India",61.765,1997
"707","Asia","India",62.879,2002
"708","Asia","India",64.698,2007
"709","Asia","Indonesia",37.468,1952
"710","Asia","Indonesia",39.918,1957
"711","Asia","Indonesia",42.518,1962
"712","Asia","Indonesia",45.964,1967
"713","Asia","Indonesia",49.203,1972
"714","Asia","Indonesia",52.702,1977
"715","Asia","Indonesia",56.159,1982
"716","Asia","Indonesia",60.137,1987
"717","Asia","Indonesia",62.681,1992
"718","Asia","Indonesia",66.041,1997
"719","Asia","Indonesia",68.588,2002
"720","Asia","Indonesia",70.65,2007
"721","Asia","Iran",44.869,1952
"722","Asia","Iran",47.181,1957
"723","Asia","Iran",49.325,1962
"724","Asia","Iran",52.469,1967
"725","Asia","Iran",55.234,1972
"726","Asia","Iran",57.702,1977
"727","Asia","Iran",59.62,1982
"728","Asia","Iran",63.04,1987
"729","Asia","Iran",65.742,1992
"730","Asia","Iran",68.042,1997
"731","Asia","Iran",69.451,2002
"732","Asia","Iran",70.964,2007
"733","Asia","Iraq",45.32,1952
"734","Asia","Iraq",48.437,1957
"735","Asia","Iraq",51.457,1962
"736","Asia","Iraq",54.459,1967
"737","Asia","Iraq",56.95,1972
"738","Asia","Iraq",60.413,1977
"739","Asia","Iraq",62.038,1982
"740","Asia","Iraq",65.044,1987
"741","Asia","Iraq",59.461,1992
"742","Asia","Iraq",58.811,1997
"743","Asia","Iraq",57.046,2002
"744","Asia","Iraq",59.545,2007
"745","Europe","Ireland",66.91,1952
"746","Europe","Ireland",68.9,1957
"747","Europe","Ireland",70.29,1962
"748","Europe","Ireland",71.08,1967
"749","Europe","Ireland",71.28,1972
"750","Europe","Ireland",72.03,1977
"751","Europe","Ireland",73.1,1982
"752","Europe","Ireland",74.36,1987
"753","Europe","Ireland",75.467,1992
"754","Europe","Ireland",76.122,1997
"755","Europe","Ireland",77.783,2002
"756","Europe","Ireland",78.885,2007
"757","Asia","Israel",65.39,1952
"758","Asia","Israel",67.84,1957
"759","Asia","Israel",69.39,1962
"760","Asia","Israel",70.75,1967
"761","Asia","Israel",71.63,1972
"762","Asia","Israel",73.06,1977
"763","Asia","Israel",74.45,1982
"764","Asia","Israel",75.6,1987
"765","Asia","Israel",76.93,1992
"766","Asia","Israel",78.269,1997
"767","Asia","Israel",79.696,2002
"768","Asia","Israel",80.745,2007
"769","Europe","Italy",65.94,1952
"770","Europe","Italy",67.81,1957
"771","Europe","Italy",69.24,1962
"772","Europe","Italy",71.06,1967
"773","Europe","Italy",72.19,1972
"774","Europe","Italy",73.48,1977
"775","Europe","Italy",74.98,1982
"776","Europe","Italy",76.42,1987
"777","Europe","Italy",77.44,1992
"778","Europe","Italy",78.82,1997
"779","Europe","Italy",80.24,2002
"780","Europe","Italy",80.546,2007
"781","Americas","Jamaica",58.53,1952
"782","Americas","Jamaica",62.61,1957
"783","Americas","Jamaica",65.61,1962
"784","Americas","Jamaica",67.51,1967
"785","Americas","Jamaica",69,1972
"786","Americas","Jamaica",70.11,1977
"787","Americas","Jamaica",71.21,1982
"788","Americas","Jamaica",71.77,1987
"789","Americas","Jamaica",71.766,1992
"790","Americas","Jamaica",72.262,1997
"791","Americas","Jamaica",72.047,2002
"792","Americas","Jamaica",72.567,2007
"793","Asia","Japan",63.03,1952
"794","Asia","Japan",65.5,1957
"795","Asia","Japan",68.73,1962
"796","Asia","Japan",71.43,1967
"797","Asia","Japan",73.42,1972
"798","Asia","Japan",75.38,1977
"799","Asia","Japan",77.11,1982
"800","Asia","Japan",78.67,1987
"801","Asia","Japan",79.36,1992
"802","Asia","Japan",80.69,1997
"803","Asia","Japan",82,2002
"804","Asia","Japan",82.603,2007
"805","Asia","Jordan",43.158,1952
"806","Asia","Jordan",45.669,1957
"807","Asia","Jordan",48.126,1962
"808","Asia","Jordan",51.629,1967
"809","Asia","Jordan",56.528,1972
"810","Asia","Jordan",61.134,1977
"811","Asia","Jordan",63.739,1982
"812","Asia","Jordan",65.869,1987
"813","Asia","Jordan",68.015,1992
"814","Asia","Jordan",69.772,1997
"815","Asia","Jordan",71.263,2002
"816","Asia","Jordan",72.535,2007
"817","Africa","Kenya",42.27,1952
"818","Africa","Kenya",44.686,1957
"819","Africa","Kenya",47.949,1962
"820","Africa","Kenya",50.654,1967
"821","Africa","Kenya",53.559,1972
"822","Africa","Kenya",56.155,1977
"823","Africa","Kenya",58.766,1982
"824","Africa","Kenya",59.339,1987
"825","Africa","Kenya",59.285,1992
"826","Africa","Kenya",54.407,1997
"827","Africa","Kenya",50.992,2002
"828","Africa","Kenya",54.11,2007
"829","Asia","Korea, Dem. Rep.",50.056,1952
"830","Asia","Korea, Dem. Rep.",54.081,1957
"831","Asia","Korea, Dem. Rep.",56.656,1962
"832","Asia","Korea, Dem. Rep.",59.942,1967
"833","Asia","Korea, Dem. Rep.",63.983,1972
"834","Asia","Korea, Dem. Rep.",67.159,1977
"835","Asia","Korea, Dem. Rep.",69.1,1982
"836","Asia","Korea, Dem. Rep.",70.647,1987
"837","Asia","Korea, Dem. Rep.",69.978,1992
"838","Asia","Korea, Dem. Rep.",67.727,1997
"839","Asia","Korea, Dem. Rep.",66.662,2002
"840","Asia","Korea, Dem. Rep.",67.297,2007
"841","Asia","Korea, Rep.",47.453,1952
"842","Asia","Korea, Rep.",52.681,1957
"843","Asia","Korea, Rep.",55.292,1962
"844","Asia","Korea, Rep.",57.716,1967
"845","Asia","Korea, Rep.",62.612,1972
"846","Asia","Korea, Rep.",64.766,1977
"847","Asia","Korea, Rep.",67.123,1982
"848","Asia","Korea, Rep.",69.81,1987
"849","Asia","Korea, Rep.",72.244,1992
"850","Asia","Korea, Rep.",74.647,1997
"851","Asia","Korea, Rep.",77.045,2002
"852","Asia","Korea, Rep.",78.623,2007
"853","Asia","Kuwait",55.565,1952
"854","Asia","Kuwait",58.033,1957
"855","Asia","Kuwait",60.47,1962
"856","Asia","Kuwait",64.624,1967
"857","Asia","Kuwait",67.712,1972
"858","Asia","Kuwait",69.343,1977
"859","Asia","Kuwait",71.309,1982
"860","Asia","Kuwait",74.174,1987
"861","Asia","Kuwait",75.19,1992
"862","Asia","Kuwait",76.156,1997
"863","Asia","Kuwait",76.904,2002
"864","Asia","Kuwait",77.588,2007
"865","Asia","Lebanon",55.928,1952
"866","Asia","Lebanon",59.489,1957
"867","Asia","Lebanon",62.094,1962
"868","Asia","Lebanon",63.87,1967
"869","Asia","Lebanon",65.421,1972
"870","Asia","Lebanon",66.099,1977
"871","Asia","Lebanon",66.983,1982
"872","Asia","Lebanon",67.926,1987
"873","Asia","Lebanon",69.292,1992
"874","Asia","Lebanon",70.265,1997
"875","Asia","Lebanon",71.028,2002
"876","Asia","Lebanon",71.993,2007
"877","Africa","Lesotho",42.138,1952
"878","Africa","Lesotho",45.047,1957
"879","Africa","Lesotho",47.747,1962
"880","Africa","Lesotho",48.492,1967
"881","Africa","Lesotho",49.767,1972
"882","Africa","Lesotho",52.208,1977
"883","Africa","Lesotho",55.078,1982
"884","Africa","Lesotho",57.18,1987
"885","Africa","Lesotho",59.685,1992
"886","Africa","Lesotho",55.558,1997
"887","Africa","Lesotho",44.593,2002
"888","Africa","Lesotho",42.592,2007
"889","Africa","Liberia",38.48,1952
"890","Africa","Liberia",39.486,1957
"891","Africa","Liberia",40.502,1962
"892","Africa","Liberia",41.536,1967
"893","Africa","Liberia",42.614,1972
"894","Africa","Liberia",43.764,1977
"895","Africa","Liberia",44.852,1982
"896","Africa","Liberia",46.027,1987
"897","Africa","Liberia",40.802,1992
"898","Africa","Liberia",42.221,1997
"899","Africa","Liberia",43.753,2002
"900","Africa","Liberia",45.678,2007
"901","Africa","Libya",42.723,1952
"902","Africa","Libya",45.289,1957
"903","Africa","Libya",47.808,1962
"904","Africa","Libya",50.227,1967
"905","Africa","Libya",52.773,1972
"906","Africa","Libya",57.442,1977
"907","Africa","Libya",62.155,1982
"908","Africa","Libya",66.234,1987
"909","Africa","Libya",68.755,1992
"910","Africa","Libya",71.555,1997
"911","Africa","Libya",72.737,2002
"912","Africa","Libya",73.952,2007
"913","Africa","Madagascar",36.681,1952
"914","Africa","Madagascar",38.865,1957
"915","Africa","Madagascar",40.848,1962
"916","Africa","Madagascar",42.881,1967
"917","Africa","Madagascar",44.851,1972
"918","Africa","Madagascar",46.881,1977
"919","Africa","Madagascar",48.969,1982
"920","Africa","Madagascar",49.35,1987
"921","Africa","Madagascar",52.214,1992
"922","Africa","Madagascar",54.978,1997
"923","Africa","Madagascar",57.286,2002
"924","Africa","Madagascar",59.443,2007
"925","Africa","Malawi",36.256,1952
"926","Africa","Malawi",37.207,1957
"927","Africa","Malawi",38.41,1962
"928","Africa","Malawi",39.487,1967
"929","Africa","Malawi",41.766,1972
"930","Africa","Malawi",43.767,1977
"931","Africa","Malawi",45.642,1982
"932","Africa","Malawi",47.457,1987
"933","Africa","Malawi",49.42,1992
"934","Africa","Malawi",47.495,1997
"935","Africa","Malawi",45.009,2002
"936","Africa","Malawi",48.303,2007
"937","Asia","Malaysia",48.463,1952
"938","Asia","Malaysia",52.102,1957
"939","Asia","Malaysia",55.737,1962
"940","Asia","Malaysia",59.371,1967
"941","Asia","Malaysia",63.01,1972
"942","Asia","Malaysia",65.256,1977
"943","Asia","Malaysia",68,1982
"944","Asia","Malaysia",69.5,1987
"945","Asia","Malaysia",70.693,1992
"946","Asia","Malaysia",71.938,1997
"947","Asia","Malaysia",73.044,2002
"948","Asia","Malaysia",74.241,2007
"949","Africa","Mali",33.685,1952
"950","Africa","Mali",35.307,1957
"951","Africa","Mali",36.936,1962
"952","Africa","Mali",38.487,1967
"953","Africa","Mali",39.977,1972
"954","Africa","Mali",41.714,1977
"955","Africa","Mali",43.916,1982
"956","Africa","Mali",46.364,1987
"957","Africa","Mali",48.388,1992
"958","Africa","Mali",49.903,1997
"959","Africa","Mali",51.818,2002
"960","Africa","Mali",54.467,2007
"961","Africa","Mauritania",40.543,1952
"962","Africa","Mauritania",42.338,1957
"963","Africa","Mauritania",44.248,1962
"964","Africa","Mauritania",46.289,1967
"965","Africa","Mauritania",48.437,1972
"966","Africa","Mauritania",50.852,1977
"967","Africa","Mauritania",53.599,1982
"968","Africa","Mauritania",56.145,1987
"969","Africa","Mauritania",58.333,1992
"970","Africa","Mauritania",60.43,1997
"971","Africa","Mauritania",62.247,2002
"972","Africa","Mauritania",64.164,2007
"973","Africa","Mauritius",50.986,1952
"974","Africa","Mauritius",58.089,1957
"975","Africa","Mauritius",60.246,1962
"976","Africa","Mauritius",61.557,1967
"977","Africa","Mauritius",62.944,1972
"978","Africa","Mauritius",64.93,1977
"979","Africa","Mauritius",66.711,1982
"980","Africa","Mauritius",68.74,1987
"981","Africa","Mauritius",69.745,1992
"982","Africa","Mauritius",70.736,1997
"983","Africa","Mauritius",71.954,2002
"984","Africa","Mauritius",72.801,2007
"985","Americas","Mexico",50.789,1952
"986","Americas","Mexico",55.19,1957
"987","Americas","Mexico",58.299,1962
"988","Americas","Mexico",60.11,1967
"989","Americas","Mexico",62.361,1972
"990","Americas","Mexico",65.032,1977
"991","Americas","Mexico",67.405,1982
"992","Americas","Mexico",69.498,1987
"993","Americas","Mexico",71.455,1992
"994","Americas","Mexico",73.67,1997
"995","Americas","Mexico",74.902,2002
"996","Americas","Mexico",76.195,2007
"997","Asia","Mongolia",42.244,1952
"998","Asia","Mongolia",45.248,1957
"999","Asia","Mongolia",48.251,1962
"1000","Asia","Mongolia",51.253,1967
"1001","Asia","Mongolia",53.754,1972
"1002","Asia","Mongolia",55.491,1977
"1003","Asia","Mongolia",57.489,1982
"1004","Asia","Mongolia",60.222,1987
"1005","Asia","Mongolia",61.271,1992
"1006","Asia","Mongolia",63.625,1997
"1007","Asia","Mongolia",65.033,2002
"1008","Asia","Mongolia",66.803,2007
"1009","Europe","Montenegro",59.164,1952
"1010","Europe","Montenegro",61.448,1957
"1011","Europe","Montenegro",63.728,1962
"1012","Europe","Montenegro",67.178,1967
"1013","Europe","Montenegro",70.636,1972
"1014","Europe","Montenegro",73.066,1977
"1015","Europe","Montenegro",74.101,1982
"1016","Europe","Montenegro",74.865,1987
"1017","Europe","Montenegro",75.435,1992
"1018","Europe","Montenegro",75.445,1997
"1019","Europe","Montenegro",73.981,2002
"1020","Europe","Montenegro",74.543,2007
"1021","Africa","Morocco",42.873,1952
"1022","Africa","Morocco",45.423,1957
"1023","Africa","Morocco",47.924,1962
"1024","Africa","Morocco",50.335,1967
"1025","Africa","Morocco",52.862,1972
"1026","Africa","Morocco",55.73,1977
"1027","Africa","Morocco",59.65,1982
"1028","Africa","Morocco",62.677,1987
"1029","Africa","Morocco",65.393,1992
"1030","Africa","Morocco",67.66,1997
"1031","Africa","Morocco",69.615,2002
"1032","Africa","Morocco",71.164,2007
"1033","Africa","Mozambique",31.286,1952
"1034","Africa","Mozambique",33.779,1957
"1035","Africa","Mozambique",36.161,1962
"1036","Africa","Mozambique",38.113,1967
"1037","Africa","Mozambique",40.328,1972
"1038","Africa","Mozambique",42.495,1977
"1039","Africa","Mozambique",42.795,1982
"1040","Africa","Mozambique",42.861,1987
"1041","Africa","Mozambique",44.284,1992
"1042","Africa","Mozambique",46.344,1997
"1043","Africa","Mozambique",44.026,2002
"1044","Africa","Mozambique",42.082,2007
"1045","Asia","Myanmar",36.319,1952
"1046","Asia","Myanmar",41.905,1957
"1047","Asia","Myanmar",45.108,1962
"1048","Asia","Myanmar",49.379,1967
"1049","Asia","Myanmar",53.07,1972
"1050","Asia","Myanmar",56.059,1977
"1051","Asia","Myanmar",58.056,1982
"1052","Asia","Myanmar",58.339,1987
"1053","Asia","Myanmar",59.32,1992
"1054","Asia","Myanmar",60.328,1997
"1055","Asia","Myanmar",59.908,2002
"1056","Asia","Myanmar",62.069,2007
"1057","Africa","Namibia",41.725,1952
"1058","Africa","Namibia",45.226,1957
"1059","Africa","Namibia",48.386,1962
"1060","Africa","Namibia",51.159,1967
"1061","Africa","Namibia",53.867,1972
"1062","Africa","Namibia",56.437,1977
"1063","Africa","Namibia",58.968,1982
"1064","Africa","Namibia",60.835,1987
"1065","Africa","Namibia",61.999,1992
"1066","Africa","Namibia",58.909,1997
"1067","Africa","Namibia",51.479,2002
"1068","Africa","Namibia",52.906,2007
"1069","Asia","Nepal",36.157,1952
"1070","Asia","Nepal",37.686,1957
"1071","Asia","Nepal",39.393,1962
"1072","Asia","Nepal",41.472,1967
"1073","Asia","Nepal",43.971,1972
"1074","Asia","Nepal",46.748,1977
"1075","Asia","Nepal",49.594,1982
"1076","Asia","Nepal",52.537,1987
"1077","Asia","Nepal",55.727,1992
"1078","Asia","Nepal",59.426,1997
"1079","Asia","Nepal",61.34,2002
"1080","Asia","Nepal",63.785,2007
"1081","Europe","Netherlands",72.13,1952
"1082","Europe","Netherlands",72.99,1957
"1083","Europe","Netherlands",73.23,1962
"1084","Europe","Netherlands",73.82,1967
"1085","Europe","Netherlands",73.75,1972
"1086","Europe","Netherlands",75.24,1977
"1087","Europe","Netherlands",76.05,1982
"1088","Europe","Netherlands",76.83,1987
"1089","Europe","Netherlands",77.42,1992
"1090","Europe","Netherlands",78.03,1997
"1091","Europe","Netherlands",78.53,2002
"1092","Europe","Netherlands",79.762,2007
"1093","Oceania","New Zealand",69.39,1952
"1094","Oceania","New Zealand",70.26,1957
"1095","Oceania","New Zealand",71.24,1962
"1096","Oceania","New Zealand",71.52,1967
"1097","Oceania","New Zealand",71.89,1972
"1098","Oceania","New Zealand",72.22,1977
"1099","Oceania","New Zealand",73.84,1982
"1100","Oceania","New Zealand",74.32,1987
"1101","Oceania","New Zealand",76.33,1992
"1102","Oceania","New Zealand",77.55,1997
"1103","Oceania","New Zealand",79.11,2002
"1104","Oceania","New Zealand",80.204,2007
"1105","Americas","Nicaragua",42.314,1952
"1106","Americas","Nicaragua",45.432,1957
"1107","Americas","Nicaragua",48.632,1962
"1108","Americas","Nicaragua",51.884,1967
"1109","Americas","Nicaragua",55.151,1972
"1110","Americas","Nicaragua",57.47,1977
"1111","Americas","Nicaragua",59.298,1982
"1112","Americas","Nicaragua",62.008,1987
"1113","Americas","Nicaragua",65.843,1992
"1114","Americas","Nicaragua",68.426,1997
"1115","Americas","Nicaragua",70.836,2002
"1116","Americas","Nicaragua",72.899,2007
"1117","Africa","Niger",37.444,1952
"1118","Africa","Niger",38.598,1957
"1119","Africa","Niger",39.487,1962
"1120","Africa","Niger",40.118,1967
"1121","Africa","Niger",40.546,1972
"1122","Africa","Niger",41.291,1977
"1123","Africa","Niger",42.598,1982
"1124","Africa","Niger",44.555,1987
"1125","Africa","Niger",47.391,1992
"1126","Africa","Niger",51.313,1997
"1127","Africa","Niger",54.496,2002
"1128","Africa","Niger",56.867,2007
"1129","Africa","Nigeria",36.324,1952
"1130","Africa","Nigeria",37.802,1957
"1131","Africa","Nigeria",39.36,1962
"1132","Africa","Nigeria",41.04,1967
"1133","Africa","Nigeria",42.821,1972
"1134","Africa","Nigeria",44.514,1977
"1135","Africa","Nigeria",45.826,1982
"1136","Africa","Nigeria",46.886,1987
"1137","Africa","Nigeria",47.472,1992
"1138","Africa","Nigeria",47.464,1997
"1139","Africa","Nigeria",46.608,2002
"1140","Africa","Nigeria",46.859,2007
"1141","Europe","Norway",72.67,1952
"1142","Europe","Norway",73.44,1957
"1143","Europe","Norway",73.47,1962
"1144","Europe","Norway",74.08,1967
"1145","Europe","Norway",74.34,1972
"1146","Europe","Norway",75.37,1977
"1147","Europe","Norway",75.97,1982
"1148","Europe","Norway",75.89,1987
"1149","Europe","Norway",77.32,1992
"1150","Europe","Norway",78.32,1997
"1151","Europe","Norway",79.05,2002
"1152","Europe","Norway",80.196,2007
"1153","Asia","Oman",37.578,1952
"1154","Asia","Oman",40.08,1957
"1155","Asia","Oman",43.165,1962
"1156","Asia","Oman",46.988,1967
"1157","Asia","Oman",52.143,1972
"1158","Asia","Oman",57.367,1977
"1159","Asia","Oman",62.728,1982
"1160","Asia","Oman",67.734,1987
"1161","Asia","Oman",71.197,1992
"1162","Asia","Oman",72.499,1997
"1163","Asia","Oman",74.193,2002
"1164","Asia","Oman",75.64,2007
"1165","Asia","Pakistan",43.436,1952
"1166","Asia","Pakistan",45.557,1957
"1167","Asia","Pakistan",47.67,1962
"1168","Asia","Pakistan",49.8,1967
"1169","Asia","Pakistan",51.929,1972
"1170","Asia","Pakistan",54.043,1977
"1171","Asia","Pakistan",56.158,1982
"1172","Asia","Pakistan",58.245,1987
"1173","Asia","Pakistan",60.838,1992
"1174","Asia","Pakistan",61.818,1997
"1175","Asia","Pakistan",63.61,2002
"1176","Asia","Pakistan",65.483,2007
"1177","Americas","Panama",55.191,1952
"1178","Americas","Panama",59.201,1957
"1179","Americas","Panama",61.817,1962
"1180","Americas","Panama",64.071,1967
"1181","Americas","Panama",66.216,1972
"1182","Americas","Panama",68.681,1977
"1183","Americas","Panama",70.472,1982
"1184","Americas","Panama",71.523,1987
"1185","Americas","Panama",72.462,1992
"1186","Americas","Panama",73.738,1997
"1187","Americas","Panama",74.712,2002
"1188","Americas","Panama",75.537,2007
"1189","Americas","Paraguay",62.649,1952
"1190","Americas","Paraguay",63.196,1957
"1191","Americas","Paraguay",64.361,1962
"1192","Americas","Paraguay",64.951,1967
"1193","Americas","Paraguay",65.815,1972
"1194","Americas","Paraguay",66.353,1977
"1195","Americas","Paraguay",66.874,1982
"1196","Americas","Paraguay",67.378,1987
"1197","Americas","Paraguay",68.225,1992
"1198","Americas","Paraguay",69.4,1997
"1199","Americas","Paraguay",70.755,2002
"1200","Americas","Paraguay",71.752,2007
"1201","Americas","Peru",43.902,1952
"1202","Americas","Peru",46.263,1957
"1203","Americas","Peru",49.096,1962
"1204","Americas","Peru",51.445,1967
"1205","Americas","Peru",55.448,1972
"1206","Americas","Peru",58.447,1977
"1207","Americas","Peru",61.406,1982
"1208","Americas","Peru",64.134,1987
"1209","Americas","Peru",66.458,1992
"1210","Americas","Peru",68.386,1997
"1211","Americas","Peru",69.906,2002
"1212","Americas","Peru",71.421,2007
"1213","Asia","Philippines",47.752,1952
"1214","Asia","Philippines",51.334,1957
"1215","Asia","Philippines",54.757,1962
"1216","Asia","Philippines",56.393,1967
"1217","Asia","Philippines",58.065,1972
"1218","Asia","Philippines",60.06,1977
"1219","Asia","Philippines",62.082,1982
"1220","Asia","Philippines",64.151,1987
"1221","Asia","Philippines",66.458,1992
"1222","Asia","Philippines",68.564,1997
"1223","Asia","Philippines",70.303,2002
"1224","Asia","Philippines",71.688,2007
"1225","Europe","Poland",61.31,1952
"1226","Europe","Poland",65.77,1957
"1227","Europe","Poland",67.64,1962
"1228","Europe","Poland",69.61,1967
"1229","Europe","Poland",70.85,1972
"1230","Europe","Poland",70.67,1977
"1231","Europe","Poland",71.32,1982
"1232","Europe","Poland",70.98,1987
"1233","Europe","Poland",70.99,1992
"1234","Europe","Poland",72.75,1997
"1235","Europe","Poland",74.67,2002
"1236","Europe","Poland",75.563,2007
"1237","Europe","Portugal",59.82,1952
"1238","Europe","Portugal",61.51,1957
"1239","Europe","Portugal",64.39,1962
"1240","Europe","Portugal",66.6,1967
"1241","Europe","Portugal",69.26,1972
"1242","Europe","Portugal",70.41,1977
"1243","Europe","Portugal",72.77,1982
"1244","Europe","Portugal",74.06,1987
"1245","Europe","Portugal",74.86,1992
"1246","Europe","Portugal",75.97,1997
"1247","Europe","Portugal",77.29,2002
"1248","Europe","Portugal",78.098,2007
"1249","Americas","Puerto Rico",64.28,1952
"1250","Americas","Puerto Rico",68.54,1957
"1251","Americas","Puerto Rico",69.62,1962
"1252","Americas","Puerto Rico",71.1,1967
"1253","Americas","Puerto Rico",72.16,1972
"1254","Americas","Puerto Rico",73.44,1977
"1255","Americas","Puerto Rico",73.75,1982
"1256","Americas","Puerto Rico",74.63,1987
"1257","Americas","Puerto Rico",73.911,1992
"1258","Americas","Puerto Rico",74.917,1997
"1259","Americas","Puerto Rico",77.778,2002
"1260","Americas","Puerto Rico",78.746,2007
"1261","Africa","Reunion",52.724,1952
"1262","Africa","Reunion",55.09,1957
"1263","Africa","Reunion",57.666,1962
"1264","Africa","Reunion",60.542,1967
"1265","Africa","Reunion",64.274,1972
"1266","Africa","Reunion",67.064,1977
"1267","Africa","Reunion",69.885,1982
"1268","Africa","Reunion",71.913,1987
"1269","Africa","Reunion",73.615,1992
"1270","Africa","Reunion",74.772,1997
"1271","Africa","Reunion",75.744,2002
"1272","Africa","Reunion",76.442,2007
"1273","Europe","Romania",61.05,1952
"1274","Europe","Romania",64.1,1957
"1275","Europe","Romania",66.8,1962
"1276","Europe","Romania",66.8,1967
"1277","Europe","Romania",69.21,1972
"1278","Europe","Romania",69.46,1977
"1279","Europe","Romania",69.66,1982
"1280","Europe","Romania",69.53,1987
"1281","Europe","Romania",69.36,1992
"1282","Europe","Romania",69.72,1997
"1283","Europe","Romania",71.322,2002
"1284","Europe","Romania",72.476,2007
"1285","Africa","Rwanda",40,1952
"1286","Africa","Rwanda",41.5,1957
"1287","Africa","Rwanda",43,1962
"1288","Africa","Rwanda",44.1,1967
"1289","Africa","Rwanda",44.6,1972
"1290","Africa","Rwanda",45,1977
"1291","Africa","Rwanda",46.218,1982
"1292","Africa","Rwanda",44.02,1987
"1293","Africa","Rwanda",23.599,1992
"1294","Africa","Rwanda",36.087,1997
"1295","Africa","Rwanda",43.413,2002
"1296","Africa","Rwanda",46.242,2007
"1297","Africa","Sao Tome and Principe",46.471,1952
"1298","Africa","Sao Tome and Principe",48.945,1957
"1299","Africa","Sao Tome and Principe",51.893,1962
"1300","Africa","Sao Tome and Principe",54.425,1967
"1301","Africa","Sao Tome and Principe",56.48,1972
"1302","Africa","Sao Tome and Principe",58.55,1977
"1303","Africa","Sao Tome and Principe",60.351,1982
"1304","Africa","Sao Tome and Principe",61.728,1987
"1305","Africa","Sao Tome and Principe",62.742,1992
"1306","Africa","Sao Tome and Principe",63.306,1997
"1307","Africa","Sao Tome and Principe",64.337,2002
"1308","Africa","Sao Tome and Principe",65.528,2007
"1309","Asia","Saudi Arabia",39.875,1952
"1310","Asia","Saudi Arabia",42.868,1957
"1311","Asia","Saudi Arabia",45.914,1962
"1312","Asia","Saudi Arabia",49.901,1967
"1313","Asia","Saudi Arabia",53.886,1972
"1314","Asia","Saudi Arabia",58.69,1977
"1315","Asia","Saudi Arabia",63.012,1982
"1316","Asia","Saudi Arabia",66.295,1987
"1317","Asia","Saudi Arabia",68.768,1992
"1318","Asia","Saudi Arabia",70.533,1997
"1319","Asia","Saudi Arabia",71.626,2002
"1320","Asia","Saudi Arabia",72.777,2007
"1321","Africa","Senegal",37.278,1952
"1322","Africa","Senegal",39.329,1957
"1323","Africa","Senegal",41.454,1962
"1324","Africa","Senegal",43.563,1967
"1325","Africa","Senegal",45.815,1972
"1326","Africa","Senegal",48.879,1977
"1327","Africa","Senegal",52.379,1982
"1328","Africa","Senegal",55.769,1987
"1329","Africa","Senegal",58.196,1992
"1330","Africa","Senegal",60.187,1997
"1331","Africa","Senegal",61.6,2002
"1332","Africa","Senegal",63.062,2007
"1333","Europe","Serbia",57.996,1952
"1334","Europe","Serbia",61.685,1957
"1335","Europe","Serbia",64.531,1962
"1336","Europe","Serbia",66.914,1967
"1337","Europe","Serbia",68.7,1972
"1338","Europe","Serbia",70.3,1977
"1339","Europe","Serbia",70.162,1982
"1340","Europe","Serbia",71.218,1987
"1341","Europe","Serbia",71.659,1992
"1342","Europe","Serbia",72.232,1997
"1343","Europe","Serbia",73.213,2002
"1344","Europe","Serbia",74.002,2007
"1345","Africa","Sierra Leone",30.331,1952
"1346","Africa","Sierra Leone",31.57,1957
"1347","Africa","Sierra Leone",32.767,1962
"1348","Africa","Sierra Leone",34.113,1967
"1349","Africa","Sierra Leone",35.4,1972
"1350","Africa","Sierra Leone",36.788,1977
"1351","Africa","Sierra Leone",38.445,1982
"1352","Africa","Sierra Leone",40.006,1987
"1353","Africa","Sierra Leone",38.333,1992
"1354","Africa","Sierra Leone",39.897,1997
"1355","Africa","Sierra Leone",41.012,2002
"1356","Africa","Sierra Leone",42.568,2007
"1357","Asia","Singapore",60.396,1952
"1358","Asia","Singapore",63.179,1957
"1359","Asia","Singapore",65.798,1962
"1360","Asia","Singapore",67.946,1967
"1361","Asia","Singapore",69.521,1972
"1362","Asia","Singapore",70.795,1977
"1363","Asia","Singapore",71.76,1982
"1364","Asia","Singapore",73.56,1987
"1365","Asia","Singapore",75.788,1992
"1366","Asia","Singapore",77.158,1997
"1367","Asia","Singapore",78.77,2002
"1368","Asia","Singapore",79.972,2007
"1369","Europe","Slovak Republic",64.36,1952
"1370","Europe","Slovak Republic",67.45,1957
"1371","Europe","Slovak Republic",70.33,1962
"1372","Europe","Slovak Republic",70.98,1967
"1373","Europe","Slovak Republic",70.35,1972
"1374","Europe","Slovak Republic",70.45,1977
"1375","Europe","Slovak Republic",70.8,1982
"1376","Europe","Slovak Republic",71.08,1987
"1377","Europe","Slovak Republic",71.38,1992
"1378","Europe","Slovak Republic",72.71,1997
"1379","Europe","Slovak Republic",73.8,2002
"1380","Europe","Slovak Republic",74.663,2007
"1381","Europe","Slovenia",65.57,1952
"1382","Europe","Slovenia",67.85,1957
"1383","Europe","Slovenia",69.15,1962
"1384","Europe","Slovenia",69.18,1967
"1385","Europe","Slovenia",69.82,1972
"1386","Europe","Slovenia",70.97,1977
"1387","Europe","Slovenia",71.063,1982
"1388","Europe","Slovenia",72.25,1987
"1389","Europe","Slovenia",73.64,1992
"1390","Europe","Slovenia",75.13,1997
"1391","Europe","Slovenia",76.66,2002
"1392","Europe","Slovenia",77.926,2007
"1393","Africa","Somalia",32.978,1952
