"","country","continent","year","lifeExp","pop","gdpPercap"
"469","Mauritania","Africa",1957,42.338,1076852,846.1202613
"470","Kenya","Africa",1952,42.27,6464046,853.540919
"471","Liberia","Africa",1997,42.221,2200725,609.1739508
"472","Eritrea","Africa",1967,42.189,1820319,468.7949699
"473","Lesotho","Africa",1952,42.138,748747,298.8462121
"474","Congo, Dem. Rep.","Africa",1962,42.122,17486434,896.3146335
"475","Ethiopia","Africa",1967,42.115,27860297,516.1186438
"476","Congo, Rep.","Africa",1952,42.111,854885,2125.621418
"477","Mozambique","Africa",2007,42.082,19951656,823.6856205
"478","Djibouti","Africa",1967,42.074,127617,3020.050513
"479","Burundi","Africa",1962,42.045,2961915,355.2032273
"480","Zambia","Africa",1952,42.038,2672000,1147.388831
"481","Equatorial Guinea","Africa",1977,42.024,192675,958.5668124
"482","Somalia","Africa",1977,41.974,4353666,1450.992513
"483","Egypt","Africa",1952,41.893,22223309,1418.822445
"484","Gambia","Africa",1977,41.842,608274,884.7552507
"485","Malawi","Africa",1972,41.766,4730997,584.6219709
"486","Namibia","Africa",1952,41.725,485831,2423.780443
"487","Chad","Africa",1962,41.716,3150417,1389.817618
"488","Mali","Africa",1977,41.714,6491649,686.3952693
"489","Liberia","Africa",1967,41.536,1279406,713.6036483
"490","Rwanda","Africa",1957,41.5,2822082,540.2893983
"491","Central African Republic","Africa",1967,41.478,1733638,1136.056615
"492","Senegal","Africa",1962,41.454,3430243,1654.988723
"493","Swaziland","Africa",1952,41.407,290243,1148.376626
"494","Niger","Africa",1977,41.291,5682086,808.8970728
"495","Guinea-Bissau","Africa",1987,41.245,927524,736.4153921
"496","Tanzania","Africa",1952,41.215,8322925,716.6500721
"497","Togo","Africa",1957,41.208,1357445,925.9083202
"498","Nigeria","Africa",1967,41.04,47287752,1014.514104
"499","Sierra Leone","Africa",2002,41.012,5359092,699.489713
"500","Angola","Africa",2002,41.003,10866106,2773.287312
"501","Somalia","Africa",1972,40.973,3840161,1254.576127
"502","Angola","Africa",1997,40.963,9875024,2277.140884
"503","Sudan","Africa",1962,40.87,11183227,1959.593767
"504","Madagascar","Africa",1962,40.848,5703324,1643.38711
"505","Liberia","Africa",1992,40.802,1912974,636.6229191
"506","Guinea","Africa",1977,40.762,4227026,874.6858643
"507","Comoros","Africa",1952,40.715,153936,1102.990936
"508","Burkina Faso","Africa",1967,40.697,5127935,794.8265597
"509","Congo, Dem. Rep.","Africa",1957,40.652,15577932,905.8602303
"510","Angola","Africa",1992,40.647,8735988,2627.845685
"511","Niger","Africa",1972,40.546,5060262,954.2092363
"512","Mauritania","Africa",1952,40.543,1022556,743.1159097
"513","Burundi","Africa",1957,40.533,2667518,379.5646281
"514","Equatorial Guinea","Africa",1972,40.516,277603,672.4122571
"515","Liberia","Africa",1962,40.502,1112796,634.1951625
"516","Gabon","Africa",1962,40.489,455661,6631.459222
"517","Cote d'Ivoire","Africa",1952,40.477,2977019,1388.594732
"518","Cameroon","Africa",1957,40.428,5359923,1313.048099
"519","Benin","Africa",1957,40.358,1925173,959.6010805
"520","Mozambique","Africa",1972,40.328,9809596,724.9178037
"521","Zambia","Africa",1997,40.238,9417789,1071.353818
"522","Eritrea","Africa",1962,40.158,1666618,380.9958433
"523","Niger","Africa",1967,40.118,4534062,1054.384891
"524","Ethiopia","Africa",1962,40.059,25145372,419.4564161
"525","Sierra Leone","Africa",1987,40.006,3868905,1294.447788
"526","Rwanda","Africa",1952,40,2534927,493.3238752
"527","Zimbabwe","Africa",2002,39.989,11926563,672.0386227
"528","Uganda","Africa",1952,39.978,5824797,734.753484
"529","Mali","Africa",1972,39.977,5828158,581.3688761
"530","Angola","Africa",1982,39.942,7016384,2756.953672
"531","Angola","Africa",1987,39.906,7874230,2430.208311
"532","Sierra Leone","Africa",1997,39.897,4578212,574.6481576
"533","Chad","Africa",1957,39.881,2894855,1308.495577
"534","Djibouti","Africa",1962,39.693,89898,3020.989263
"535","Somalia","Africa",1992,39.658,6099799,926.9602964
"536","Sudan","Africa",1957,39.624,9753392,1770.337074
"537","Swaziland","Africa",2007,39.613,1133066,4513.480643
"538","Malawi","Africa",1967,39.487,4147252,495.5147806
"539","Niger","Africa",1962,39.487,4076008,997.7661127
"540","Liberia","Africa",1957,39.486,975950,620.9699901
"541","Angola","Africa",1977,39.483,6162675,3008.647355
"542","Central African Republic","Africa",1962,39.475,1523478,1193.068753
"543","Nigeria","Africa",1962,39.36,41871351,1150.927478
"544","Senegal","Africa",1957,39.329,3054547,1567.653006
"545","Guinea-Bissau","Africa",1982,39.327,825987,838.1239671
"546","Zambia","Africa",2002,39.193,10595811,1071.613938
"547","Congo, Dem. Rep.","Africa",1952,39.143,14100005,780.5423257
"548","Burundi","Africa",1952,39.031,2445618,339.2964587
"549","Gabon","Africa",1957,38.999,434904,4976.198099
"550","Equatorial Guinea","Africa",1967,38.987,259864,915.5960025
"551","Somalia","Africa",1967,38.977,3428839,1284.73318
"552","Madagascar","Africa",1957,38.865,5181679,1589.20275
"553","Guinea","Africa",1972,38.842,3811387,741.6662307
"554","Sudan","Africa",1952,38.635,8504667,1615.991129
"555","Niger","Africa",1957,38.598,3692184,835.5234025
"556","Togo","Africa",1952,38.596,1219113,859.8086567
"557","Cameroon","Africa",1952,38.523,5009067,1172.667655
"558","Mali","Africa",1967,38.487,5212416,545.0098873
"559","Liberia","Africa",1952,38.48,863308,575.5729961
"560","Sierra Leone","Africa",1982,38.445,3464522,1465.010784
"561","Malawi","Africa",1962,38.41,3628608,427.9010856
"562","Sierra Leone","Africa",1992,38.333,4260884,1068.696278
"563","Gambia","Africa",1972,38.308,517101,756.0868363
"564","Benin","Africa",1952,38.223,1738315,1062.7522
"565","Mozambique","Africa",1967,38.113,8680909,566.6691539
"566","Chad","Africa",1952,38.092,2682462,1178.665927
"567","Eritrea","Africa",1957,38.047,1542611,344.1618859
"568","Angola","Africa",1972,37.928,5894858,5473.288005
"569","Burkina Faso","Africa",1962,37.814,4919632,722.5120206
"570","Nigeria","Africa",1957,37.802,37173340,1100.592563
"571","Equatorial Guinea","Africa",1962,37.485,249220,582.8419714
"572","Guinea-Bissau","Africa",1977,37.465,745228,764.7259628
"573","Central African Republic","Africa",1957,37.464,1392284,1190.844328
"574","Niger","Africa",1952,37.444,3379468,761.879376
"575","Djibouti","Africa",1957,37.328,71851,2864.969076
"576","Senegal","Africa",1952,37.278,2755589,1450.356983
"577","Malawi","Africa",1957,37.207,3221238,416.3698064
"578","Guinea","Africa",1967,37.197,3451418,708.7595409
"579","Gabon","Africa",1952,37.003,420702,4293.476475
"580","Somalia","Africa",1962,36.981,3080153,1369.488336
"581","Mali","Africa",1962,36.936,4690372,496.1743428
"582","Sierra Leone","Africa",1977,36.788,3140897,1348.285159
"583","Madagascar","Africa",1952,36.681,4762912,1443.011715
"584","Ethiopia","Africa",1957,36.667,22815614,378.9041632
"585","Guinea-Bissau","Africa",1972,36.486,625361,820.2245876
"586","Nigeria","Africa",1952,36.324,33119096,1077.281856
"587","Malawi","Africa",1952,36.256,2917802,369.1650802
"588","Mozambique","Africa",1962,36.161,7788944,556.6863539
"589","Rwanda","Africa",1997,36.087,7212583,589.9445051
"590","Angola","Africa",1967,35.985,5247469,5522.776375
"591","Equatorial Guinea","Africa",1957,35.983,232922,426.0964081
"592","Eritrea","Africa",1952,35.928,1438760,328.9405571
"593","Gambia","Africa",1967,35.857,439593,734.7829124
"594","Guinea","Africa",1962,35.753,3140003,686.3736739
"595","Guinea-Bissau","Africa",1967,35.492,601287,715.5806402
"596","Central African Republic","Africa",1952,35.463,1291695,1071.310713
"597","Sierra Leone","Africa",1972,35.4,2879013,1353.759762
"598","Mali","Africa",1957,35.307,4241884,490.3821867
"599","Somalia","Africa",1957,34.977,2780415,1258.147413
"600","Burkina Faso","Africa",1957,34.906,4713416,617.1834648
"601","Djibouti","Africa",1952,34.812,63149,2669.529475
"602","Guinea","Africa",1957,34.558,2876726,576.2670245
"603","Guinea-Bissau","Africa",1962,34.488,627820,522.0343725
"604","Equatorial Guinea","Africa",1952,34.482,216964,375.6431231
"605","Sierra Leone","Africa",1967,34.113,2662190,1206.043465
"606","Ethiopia","Africa",1952,34.078,20860941,362.1462796
"607","Angola","Africa",1962,34,4826015,4269.276742
"608","Gambia","Africa",1962,33.896,374020,599.650276
"609","Mozambique","Africa",1957,33.779,7038035,495.5868333
"610","Mali","Africa",1952,33.685,3838168,452.3369807
"611","Guinea","Africa",1952,33.609,2664249,510.1964923
"612","Guinea-Bissau","Africa",1957,33.489,601095,431.7904566
"613","Somalia","Africa",1952,32.978,2526994,1135.749842
"614","Sierra Leone","Africa",1962,32.767,2467895,1116.639877
"615","Guinea-Bissau","Africa",1952,32.5,580653,299.850319
"616","Gambia","Africa",1957,32.065,323150,520.9267111
"617","Angola","Africa",1957,31.999,4561361,3827.940465
"618","Burkina Faso","Africa",1952,31.975,4469979,543.2552413
"619","Sierra Leone","Africa",1957,31.57,2295678,1004.484437
"620","Mozambique","Africa",1952,31.286,6446316,468.5260381
"621","Sierra Leone","Africa",1952,30.331,2143249,879.7877358
"622","Angola","Africa",1952,30.015,4232095,3520.610273
"623","Gambia","Africa",1952,30,284320,485.2306591
"624","Rwanda","Africa",1992,23.599,7290203,737.0685949
